,info
9666,"Hofläden betreiben, Verarbeitung des primären landwirtschaftlichen Erzeugnisses zu komplexeren Lebensmittelprodukten mit Werkzeugen und/oder Maschinen sowie unter Einhaltung der Qualitätsziele sowie der Hygiene- und Sicherheitsvorschriften bzw. -regeln."
9667,"Maßeinheiten im Textilwesen, Zu den Maßeinheiten im Textilwesen gehören Mommegewicht, Fadenzahl (Feinheit eines Gewebes), Schussdichte und Kettdichte."
9668,"Legislativvorschlag entwerfen, Ausarbeitung von Legislativvorschlägen, um Rechtsgebiete, die einer Reform bedürfen, zu harmonisieren und klarer zu formulieren."
9669,"Fußorthesen entwickeln, Herstellen von individuellen Orthesen zur Unterstützung, zur Angleichung, zur Prävention, zum Schutz vor oder zur Korrektur von Fehlbildungen der Füße."
9670,"im öffentlichen Raum auftreten, Persönliches Auftreten im öffentlichen Raum, um in diesen einzugreifen und mit ihm zu interagieren."
9671,"Sicherheit in Geschäftsgebäuden, Sicherheitsverfahren, -merkmale, -aufgaben und -risiken in gewerblichen Bereichen und Einrichtungen wie Banken, Einkaufszentren, Sehenswürdigkeiten, Hotels und Restaurants."
9672,"Waren sichern, Befestigen von Bändern oder Stricken um Stapel oder Waren vor dem Versand oder der Lagerung.
   "
9673,"eine Musikshow entwerfen, Ausführen der für das Entwerfen einer Musikshow notwendigen Schritte: Auswahl der Musikstücke, Gestaltung des Veranstaltungsorts und ggf. Vorbereitung von Dekoration und Beleuchtung."
9674,"Geldzählgerät bedienen, Bedienen und Überwachen der Maschinen, die Banknoten und Münzen zählen und sortieren sowie deren Echtheit und Umlauftauglichkeit prüfen."
9675,"Maschine installieren, Aufbauen der vormontierten Komponenten einer Maschine am Standort, Anpassen der Maschine nach den Spezifikationen und Inbetriebnahme."
9676,"Gestaltung von Parkflächen für Luftfahrzeuge genehmigen, Genehmigung der Gestaltung von Parkflächen für Luftfahrzeuge."
9677,"Arbeit überwachen, Leitung und Beaufsichtigung der laufenden Tätigkeiten von Untergebenen."
9678,"Umgebungsparameter an Arbeitsplätzen im Lebensmittelbereich bewerten, Bewertung von Umgebungsparametern wie Temperatur und Feuchtigkeit an Arbeitsplätzen im Lebensmittelbereich. Gewährleistung geeigneter Bedingungen für Herstellungsverfahren, Anlagen, Laboratorien sowie Lager."
9679,"in militärischen Pflichten unterrichten, Erteilung theoretischen und praktischen Unterrichts für künftige Soldaten in Bezug auf ihre militärischen Aufgaben und Tätigkeiten."
9680,"Grundlagen der Ersten Hilfe vermitteln, Unterweisung in Theorie und Praxis der Ersten Hilfe, insbesondere bei der Notfallbehandlung von leichten Verletzungen oder Krankheiten wie Atemnot, Bewusstlosigkeit, Wunden, Blutungen, Schock oder Vergiftung."
9681,"Kontaminationsgefahren bei Fertigfutter, Gefahren durch Kontamination und Verunreinigung von Tierfutter. Prävention und Reaktion."
9682,"Entscheidung über die Bereitstellung von Mitteln treffen, Beurteilung der potenziellen Risiken und der Nutzeffekte, die mit der Finanzierung einer Organisation oder eines Projekts für den Geldgeber verbunden sind, um zu entscheiden, ob die erforderlichen Mittel bereitgestellt werden sollen oder nicht."
9683,"mit der Kundendienstabteilung kommunizieren, Kommunizieren mit der Kundendienstabteilung in transparenter und kollaborativer Weise; Beaufsichtigung der Funktionsweise des Kundendiensts und Weitergabe von Echtzeitinformationen an die Kunden."
9684,"künstlerische Prozesse verständlich machen, Erläutern des künstlerischen Schaffens als intellektueller und/oder sensibler Prozess in einem kulturellen Umfeld und als furchtbare Quelle der eigenen Weiterentwicklung."
9685,"abteilungsübergreifende Zusammenarbeit sicherstellen, Gewährleistung der Kommunikation und Zusammenarbeit mit allen Einheiten und Teams in einer bestimmten Organisation gemäß der Unternehmensstrategie."
9686,"Fahrzeugwartungsarbeiten überwachen, Überwachung und Durchführung von Fahrzeugwartungsarbeiten, die mechanisch, mithilfe elektrischer Geräte oder computergestützt durchgeführt werden. Diese Arbeiten bestehen darin, bestimmte Fahrzeugteile zu ersetzen und die Anzeigegeräte sowie die Flüssigkeitsstände zu überprüfen."
9687,"Medizininformatik, Verfahren und Werkzeuge für die Analyse und Verbreitung medizinischer Daten über IT-Systeme."
9688,"Ressourcenbedarf von Projekten ermitteln, Abgleichen der Ideen und Zwecke des Programms mit den verfügbaren finanziellen und personellen Ressourcen, um festzustellen, ob der Projektvorschlag realistisch ist. Einnehmen einer aktiven Rolle bei der Ausarbeitung von Arbeitssituationen und Sicherstellen, dass die verfügbaren Kompetenzen den Anforderungen der Endnutzer/innen und der Teilnehmer/innen entsprechen.
   "
9689,"Pathologie, Die Pathologie ist ein in der EU-Richtlinie 2005/36/EG genanntes medizinisches Fachgebiet."
9690,"Statistiken zu medizinischen Daten erstellen, Statistische Auswertung verschiedener Patientenakten der Gesundheitseinrichtung im Hinblick auf die Zahl der Krankenhauseinweisungen, Entlassungen oder Wartelisten."
9691,"Notfallpläne für Ausreißer umsetzen, Ausführung von Notfallplänen für Ausreißer aus Käfigen. Einfangen entwichener Fische."
9692,"gesprochenes Arabisch verstehen, Verstehen der arabischen Sprache in gesprochener Form."
9693,"Personalbedarf ermitteln, Ermittlung der Anzahl Mitarbeiter, die für die Durchführung eines Projekts benötigt werden, und ihre Zuweisung zum Entwicklungs-, Produktion-, Kommunikations- oder Verwaltungsteam."
9694,"Gewebeband anbringen, Anbringen von Gewebeband an Verschlüssen und Hülsen zur Verpackung von Gummiwaren."
9695,"Forschung zur sonderpädagogischen Förderung verfolgen, Verfolgen aktueller Studien und damit zusammenhängender künftiger Verordnungen über Bildungsangebote für Schüler mit besonderen pädagogischen Bedürfnissen."
9696,"eine Choreografiesprache entwickeln, Entwickeln von Bewegungsabläufen durch die Definition physisch ermittelter Parameter und durch Improvisationsfähigkeiten. Sicherstellen, dass die Tänzer und Darsteller die ausgewählten choreografischen Elemente genau verstehen; Ausschöpfen der besonderen Fähigkeiten jedes darstellenden Künstlers. Entwickeln der Sprachelemente auf der Grundlage von Anweisungen und festgelegten Bewegungen. Erschaffen der Sprachelemente auf der Grundlage einer gestischen Signatur, die auf Improvisationen, kreativen Parametern und Produktionsvorgaben beruht."
9697,"innovative Gestaltung der Infrastruktur fördern, Förderung der Gestaltung innovativer und nachhaltiger Infrastrukturen im Einklang mit den neuesten Entwicklungen im betreffenden Bereich bei der Koordinierung eines Infrastrukturprojekts."
9698,"Pendelwagen bedienen, Bedienen eines mit einem Diesel- oder Elektromotor angetriebenen Pendelwagens, der mit einem Förderer ausgestattet ist, um Mineralien vom Abbauort zur Bandaufgabestation zu transportieren."
9699,"natürliche Ressourcen erhalten, Schutz der Gewässer und der natürlichen Ressourcen sowie Koordinierung entsprechender Maßnahmen. Zusammenarbeit mit Umweltagenturen und Ressourcenverwaltungspersonal."
9700,"Mikromechanik, Entwicklung und Herstellung von Mikromechanismen. Mikromechanismen kombinieren mechanische und elektrische Komponenten in einem einzigen Gerät von weniger als 1 mm Durchmesser."
9701,"Dokumentation von Gefahrgütern verwalten, Überprüfung und Vervollständigung aller erforderlichen Unterlagen mit Bezug auf die Beförderung von Gefahrgütern. Überprüfung der Einheiten, Gefahrzettel, Abmessungen und anderer wichtiger Informationen."
9702,"Eisenbahnfahrzeug-Dokumentation überwachen, Prüfung aller Unterlagen, die während oder nach der Montage von Eisenbahnfahrzeugen erstellt wurden, um sicherzustellen, dass die Montage gemäß den Vorschriften und Normen durchgeführt wurde."
9703,"Sinn der ursprünglichen Rede beibehalten, Sprachliche Äußerungen übersetzen, ohne dass etwas hinzugefügt, geändert oder weggelassen wird. Sichererstellen, dass keine eigenen Gefühle oder Meinungen, sondern die ursprüngliche Botschaft vermittelt wird. Beibehalten des intendierten Sinns."
9704,"Luftverkehrsrecht, Regeln und Vorschriften für den Luftverkehr, einschließlich des internationalen Rechts.
    "
9705,"zur chemischen Reinigung vorgesehene Materialien kontrollieren, Prüfen anhand der Pflegeetiketten, welche Materialien für die chemische Reinigung geeignet sind, Entscheiden über die erforderlichen chemischen Reinigungsprozesse."
9706,"Wettervorhersage analysieren, Analyse der Wettervorhersage und meteorologischer Informationen, z. B. Windstärke, Luftdruckbeschaffenheit, Bewölkung und Sichtweite. Bereitstellung von Analysen in Abhängigkeit von den Anforderungen verschiedener Branchen und Dienstleister."
9707,"Unterrichtsmethoden an Zielgruppe anpassen, Gestaltung des Unterrichts in optimaler Abstimmung der Unterrichtsinhalte auf die Lernsituation oder die Altersgruppe, z. B. auf ein formelles oder informelles Lernumfeld oder auf das Unterrichten von Fachkollegen oder Kindern."
9708,"Wandverkleidungen anbringen, Anbringen von Vorhängen, Wandplatten, Fensterschutz und anderen Wandverkleidungen, indem die richtigen Messungen vorgenommen werden, das Gewebe oder Material auf die richtige Länge geschnitten wird und von Hand und mithilfe von Werkzeugen an den Wänden befestigt wird."
9709,"Herstellungsverfahren entwickeln, Genaue Beschreibung der Tätigkeiten, die für den ordnungsgemäßen Ablauf und die ordnungsgemäße Verwaltung von Herstellungsverfahren erforderlich sind (Menge der chemischen Erzeugnisse, Erstellen des Zeitplans und Verarbeitung sowie Überwachung). "
9710,"Neugeborene pflegen, Pflege von Neugeborenen durch regelmäßiges Füttern, Kontrolle der Vitalparameter, Wechseln der Windeln und andere Tätigkeiten."
9711,"Kettensäge bedienen, Bedienen einer mechanischen Kettensäge, die mit Strom, Druckluft oder Benzin betrieben wird."
9712,"Biofiltersysteme, Techniken zur Bekämpfung von Verschmutzung mittels Biofiltrationsverfahren."
9713,"energetische Meridiane erkennen, Erkennen und Lokalisieren von energetischen Meridianen, d. h. den Bahnen im Körper, durch die nach der traditionellen chinesischen Medizin die Lebensenergie „Qi“ fließt."
9714,"Tablettenkennzeichnung anbringen, Anbringen der Kennzeichnung der Institution auf Tabletten unter Verwendung des dafür vorgesehenen Laptops."
9715,"Georgisch, Die georgische Sprache."
9716,"Hindi schreiben, Verfassen schriftlicher Texte auf Hindi."
9717,"Scaler bedienen, Bedienen eines Scalers, einer an einem Fahrzeug befestigten Bohrmaschine, die beim Abbau von festem Gestein zum Herunterreißen loser Gesteinsstücke aus Firste, Stoß oder Ortsbrust verwendet wird."
9718,"Finanzmittel für Konzerte beschaffen, Sammlung von Finanzmitteln für ein Konzert und Erstellung eines Budgets."
9719,"tiergestützte Therapie, Einbeziehung von Tieren in eine Behandlung, um die soziale, emotionale oder kognitive Funktionsweise des Patienten zu verbessern."
9720,"Snowboard, Techniken und Arten des Snowboarding, wie alpines, Freeride- und Jib-Snowboarding, sowie die beim Snowboarding verwendete Ausrüstung."
9721,"Beratung zur sozialen Verantwortung der Unternehmen leisten, Informieren über die soziale Verantwortung von Unternehmen und Organisationen in der Gesellschaft und Beratung zur Nachhaltigkeit diesbezüglicher Maßnahmen.
	"
9722,"in ein animiertes Objekt umwandeln, Umwandlung realer Objekte in visuelle Animationselemente unter Verwendung von Animationstechniken wie dem optischen Scannen."
9723,"Schlauchdruck im Reifen einstellen, Einstellung des Luftdrucks der Schläuche in Reifen."
9724,"Abfallbehandlungsanlage überwachen, Überwachung des Betriebs von Anlagen, die für die Behandlung und Entsorgung von gefährlichen oder nicht gefährlichen Abfällen verwendet werden, um sicherzustellen, dass sie einwandfrei und rechtskonform funktionieren, sowie Kontrolle auf Fehler."
9725,"wissenschaftliche Dokumente archivieren, Aufbewahrung von Unterlagen wie Protokollen, Analyseergebnissen und wissenschaftlichen Daten mittels Archivierungssystemen, die es Wissenschaftlern und Ingenieuren ermöglichen, Methoden und Ergebnisse früherer Studien für ihre Forschung zu berücksichtigen."
9726,"Personal in Bezug auf Recyclingprogramme schulen, Schulung der Mitarbeiter in Bezug auf die Art der Recyclingmethoden und -programme, die einem Unternehmen zur Verfügung stehen, und in Bezug auf alle Verfahren und Strategien, die berücksichtigt werden sollten."
9727,"Informationen zum Themenpark zur Verfügung stellen, Informieren der Besucher des Parks über dessen Einrichtungen, Regeln und Vorschriften."
9728,"den Anweisungen des künstlerischen Direktors folgen, Befolgen der Anweisungen des Direktors und Begreifen seiner kreativen Vision."
9729,"Biogas-Messgerät bedienen, Bedienen von Geräten für Messungen in einer Biogasatmosphäre, um zu erfassen, welche Mengen an Biogas, insbesondere Methan und Kohlendioxid, abgegeben werden."
9730,"audiovisuelle Geräte verkaufen, Verkaufen von Audio- und Videogeräten wie Fernseher, Radios, Lautsprecher, Verstärker, Tuner und Mikrofone."
9731,"zahnmedizinische Instrumente reparieren, Reparatur oder Modifikation von zahnmedizinischen Instrumenten und Geräten nach Spezifikationen."
9732,"Erfahrungen und Kompetenzen im Unterricht demonstrieren, Vorführen von Beispielen für die eigene Erfahrung sowie die eigenen Fähigkeiten und Kompetenzen, die für spezifische Lerninhalte geeignet sind, um die Schüler beim Lernen zu unterstützen."
9733,"Brunnen für die Erdölförderung entwerfen, Konzipieren der Querschnitte des Fließwegs vom Reservoir bis zu Tage durch Verrohrung zur Erdölgewinnung.
   "
9734,"Immobilisierungsvorrichtung für die Strahlentherapie auswählen, Auswahl und Konstruktion der für den jeweiligen Patienten am besten geeigneten Immobilisierungsvorrichtung.
   "
9735,"Workshops zur Arbeitssuche organisieren, Organisation von Gruppensitzungen für Arbeitsuchende, um ihnen Bewerbungstechniken zu vermitteln und ihnen dabei zu helfen, ihre Lebensläufe zu optimieren und bei Vorstellungsgesprächen sicherer aufzutreten."
9736,"Kunden und Kundinnen über die Installation von audiovisuellen Geräten beraten, Beschreibung und Vorführung der Installation von Fernseh- und Audiogeräten für Kunden."
9737,"ein technisches Paket verfolgen, Anwenden des spezifischen Produkts, um Informationen über Materialien, Zubehör, Nähte, Druckvorlagen und Etiketten zu erhalten. Unterscheidung und Anwendung der verschiedenen Schritte zur Ausarbeitung eines detaillierten technischen Pakets.
	"
9738,"medizinische Routineinformationen vermitteln, Vermitteln von Routineinformationen an Patienten, Angehörige und die Öffentlichkeit."
9739,"CAD-Software nutzen, Nutzung von Systemen für das computergestützte Design (CAD-Systemen) bei der Erstellung, Veränderung, Analyse oder Optimierung eines Designs."
9740,"über Naturschutz beraten, Erteilen von Informationen und praktischen Ratschlägen zum Naturschutz."
9741,"Videomaterial zusammenstellen, Zusammenstellung unbearbeiteter Videoaufnahmen, die auf Videoband aufgezeichnet oder darauf übertragen wurden, damit sie anschließend in einen Computer eingegeben werden können."
9742,"Blended Learning anwenden, Vertraut sein mit den Instrumenten des Blended Learning, indem der traditionelle Präsenzunterricht und das Online-Lernen durch den Einsatz von digitalen Werkzeugen, Online-Technologien und E-Learning-Methoden kombiniert werden.
    "
